x;y
100;1.02812
600;0.845339
1100;0.93465
1600;0.968142
2100;0.975894
2600;0.964847
3100;0.948519
3600;0.938631
4100;0.932827
4600;0.931264
5100;0.924632
5600;0.925304
6100;0.929236
6600;0.936727
7100;0.936405
7600;0.942439
8100;0.941804
8600;0.938056
9100;0.9302
9600;0.932443
10100;0.933108
10600;0.932417
11100;0.937345
11600;0.935939
12100;0.936916
12600;0.935639
13100;0.93289
13600;0.92732
14100;0.929922
14600;0.922018
15100;0.91963
15600;0.921349
16100;0.926794
16600;0.922413
17100;0.924703
17600;0.923357
18100;0.924736
18600;0.922356
19100;0.921895
19600;0.91761
20100;0.91729
20600;0.915655
21100;0.916696
21600;0.921496
22100;0.925149
22600;0.923787
23100;0.924562
23600;0.926175
24100;0.922602
24600;0.920567
25100;0.919433
25600;0.919681
26100;0.920708
26600;0.920666
27100;0.921636
27600;0.920089
28100;0.921279
28600;0.922907
29100;0.926364
29600;0.925767
30100;0.929744
30600;0.932023
31100;0.930703
31600;0.930509
32100;0.930535
32600;0.93077
33100;0.928099
33600;0.928976
34100;0.928218
34600;0.931247
35100;0.931064
35600;0.933005
36100;0.931474
36600;0.929986
37100;0.930939
37600;0.931319
38100;0.93169
38600;0.933294
39100;0.93328
39600;0.931708
40100;0.931372
40600;0.930368
41100;0.929556
41600;0.932059
42100;0.932223
42600;0.933509
43100;0.933653
43600;0.935522
44100;0.937971
44600;0.937598
45100;0.936778
45600;0.935074
46100;0.936083
46600;0.936629
47100;0.938037
47600;0.936823
48100;0.937202
48600;0.937714
49100;0.937937
49600;0.937879
50100;0.937685
50600;0.938579
51100;0.939455
51600;0.940712
52100;0.940367
52600;0.939768
53100;0.938922
53600;0.937836
54100;0.936896
54600;0.937104
55100;0.937557
55600;0.938248
56100;0.938682
56600;0.940078
57100;0.940488
57600;0.939345
58100;0.940463
58600;0.940743
59100;0.941482
59600;0.941519
60100;0.941669
60600;0.942156
61100;0.942972
61600;0.943997
62100;0.944564
62600;0.944465
63100;0.94415
63600;0.945457
64100;0.945246
64600;0.945781
65100;0.945571
65600;0.945051
66100;0.944435
66600;0.94599
67100;0.946499
67600;0.945278
68100;0.945987
68600;0.946985
69100;0.947473
69600;0.947461
70100;0.947352
70600;0.947439
71100;0.947524
71600;0.947417
72100;0.948262
72600;0.949661
73100;0.94926
73600;0.948865
74100;0.94792
74600;0.947906
75100;0.948257
75600;0.948332
76100;0.947595
76600;0.947942
77100;0.94864
77600;0.948622
78100;0.949131
78600;0.94754
79100;0.94701
79600;0.947692
80100;0.947252
80600;0.947839
81100;0.947827
81600;0.947227
82100;0.947302
82600;0.947791
83100;0.947202
83600;0.9458
84100;0.946453
84600;0.947179
85100;0.946365
85600;0.946603
86100;0.945802
86600;0.945328
87100;0.946118
87600;0.946116
88100;0.94666
88600;0.947429
89100;0.947189
89600;0.947488
90100;0.947175
90600;0.948226
91100;0.947837
91600;0.948275
92100;0.948858
92600;0.948323
93100;0.948237
93600;0.947931
94100;0.947993
94600;0.948489
95100;0.948763
95600;0.948318
96100;0.948805
96600;0.948506
97100;0.948139
97600;0.948268
98100;0.948465
98600;0.949773
99100;0.949891
99600;0.949665
